index,Release_Week,Region,Week,Sites_Reporting,ILI_0_4_years,ILI_5_24_years,ILI_25_49_years,ILI_50_64_years,ILI_65_plus_years,Total_ILI,Total_Patient_Visits,Perc_Unweighted_ILI,Perc_Weighted_ILI
0,1441,National,201440,1638,2672,3687,1852,629,441,9281,724168,1.28,1.28
1,1441,National,201441,1431,2543,3469,1812,664,409,8897,593362,1.5,1.31
2,1441,Region 1,201440,108,86,155,37,10,7,295,38652,0.76,1.11
3,1441,Region 1,201441,93,67,93,20,16,11,207,32829,0.63,0.67
4,1441,Region 2,201440,219,849,731,347,149,107,2183,120164,1.82,2.11
5,1441,Region 2,201441,201,810,637,318,133,103,2001,112656,1.78,2.03
6,1441,Region 3,201440,207,339,573,429,111,82,1534,112457,1.36,1.32
7,1441,Region 3,201441,185,343,551,431,119,62,1506,94910,1.59,1.2
8,1441,Region 4,201440,245,287,464,166,73,36,1026,91552,1.12,0.93
9,1441,Region 4,201441,215,252,496,180,56,50,1034,79398,1.3,1.01
10,1441,Region 5,201440,223,334,369,172,74,57,1006,92602,1.09,0.76
11,1441,Region 5,201441,198,302,370,151,75,31,929,79885,1.16,0.78
12,1441,Region 6,201440,211,421,642,439,113,75,1690,91865,1.84,1.91
13,1441,Region 6,201441,218,488,718,447,172,93,1918,96615,1.99,2.01
14,1441,Region 7,201440,71,53,111,44,16,14,238,64403,0.37,0.74
15,1441,Region 7,201441,51,21,50,39,11,6,127,12605,1.01,0.94
16,1441,Region 8,201440,110,69,146,48,17,8,288,35402,0.81,0.63
17,1441,Region 8,201441,97,53,135,83,19,9,299,30540,0.98,0.68
18,1441,Region 9,201440,195,215,467,163,65,54,964,66236,1.46,1.75
19,1441,Region 9,201441,129,189,392,131,53,43,808,44705,1.81,1.9
20,1441,Region 10,201440,49,19,29,7,1,1,57,10835,0.53,0.46
21,1441,Region 10,201441,44,18,27,12,10,1,68,9219,0.74,0.73
22,1442,National,201440,1745,2719,3755,1890,641,447,9452,750180,1.26,1.19
23,1442,National,201441,1667,2796,3908,1971,734,444,9853,709662,1.39,1.29
24,1442,National,201442,1519,2942,3898,2037,737,439,10053,664215,1.51,1.41
25,1442,Region 1,201440,127,88,167,38,11,7,311,43117,0.72,0.99
26,1442,Region 1,201441,126,100,179,33,21,12,345,41808,0.83,1.03
27,1442,Region 1,201442,117,74,172,44,16,7,313,35336,0.89,1.08
28,1442,Region 2,201440,224,856,744,349,149,107,2205,123764,1.78,1.89
29,1442,Region 2,201441,209,833,661,330,146,106,2076,117030,1.77,1.93
30,1442,Region 2,201442,196,939,771,410,172,99,2391,113296,2.11,2.77
31,1442,Region 3,201440,222,341,580,430,111,82,1544,122248,1.26,1.08
32,1442,Region 3,201441,212,353,579,442,123,64,1561,104118,1.5,1.13
33,1442,Region 3,201442,193,361,625,418,138,75,1617,106267,1.52,1.09
34,1442,Region 4,201440,264,307,482,179,75,37,1080,100464,1.08,0.89
35,1442,Region 4,201441,253,311,602,229,67,56,1265,94374,1.34,1.1
36,1442,Region 4,201442,223,226,454,192,55,26,953,86018,1.11,1.02
37,1442,Region 5,201440,245,345,384,173,74,60,1036,100247,1.03,0.72
38,1442,Region 5,201441,240,315,401,159,85,37,997,92737,1.08,0.76
39,1442,Region 5,201442,211,316,360,132,69,43,920,81922,1.12,0.8
40,1442,Region 6,201440,221,426,658,457,117,78,1736,95798,1.81,1.82
41,1442,Region 6,201441,228,505,746,480,177,97,2005,101574,1.97,1.94
42,1442,Region 6,201442,219,682,807,546,177,98,2310,97453,2.37,2.1
43,1442,Region 7,201440,73,47,96,42,15,13,213,48804,0.44,0.72
44,1442,Region 7,201441,68,51,121,52,17,10,251,46656,0.54,0.95
45,1442,Region 7,201442,57,46,116,63,20,11,256,45798,0.56,1.21
46,1442,Region 8,201440,113,71,147,49,19,8,294,36191,0.81,0.63
47,1442,Region 8,201441,109,56,141,85,23,12,317,35949,0.88,0.66
48,1442,Region 8,201442,102,56,159,76,18,10,319,34756,0.92,0.67
49,1442,Region 9,201440,207,216,467,166,69,54,972,68774,1.41,1.7
50,1442,Region 9,201441,175,248,446,146,65,47,952,65065,1.46,1.7
51,1442,Region 9,201442,147,212,394,148,63,68,885,51645,1.71,1.81
52,1442,Region 10,201440,49,22,30,7,1,1,61,10773,0.57,0.48
53,1442,Region 10,201441,47,24,32,15,10,3,84,10351,0.81,0.74
54,1442,Region 10,201442,54,30,40,8,9,2,89,11724,0.76,0.61
55,1443,National,201440,1797,2788,3846,1930,666,497,9727,772869,1.26,1.2
56,1443,National,201441,1786,2913,4174,2036,771,501,10395,749260,1.39,1.33
57,1443,National,201442,1756,3230,4390,2170,808,500,11098,745092,1.49,1.43
58,1443,National,201443,1546,2876,4033,2082,706,409,10106,686654,1.47,1.38
59,1443,Region 1,201440,134,100,181,44,13,9,347,46306,0.75,0.98
60,1443,Region 1,201441,136,108,199,36,24,17,384,45340,0.85,1.05
61,1443,Region 1,201442,126,81,183,50,19,8,341,38341,0.89,1.09
62,1443,Region 1,201443,112,75,116,50,22,34,297,38422,0.77,0.93
63,1443,Region 2,201440,227,861,748,350,150,107,2216,129480,1.71,1.87
64,1443,Region 2,201441,213,834,668,332,146,106,2086,122979,1.7,1.89
65,1443,Region 2,201442,222,979,809,411,173,99,2471,122186,2.02,2.74
66,1443,Region 2,201443,214,773,795,343,120,65,2096,117697,1.78,1.92
67,1443,Region 3,201440,228,342,581,430,111,82,1546,124011,1.25,1.06
68,1443,Region 3,201441,221,369,619,442,124,65,1619,106689,1.52,1.31
69,1443,Region 3,201442,208,375,676,419,139,76,1685,110361,1.53,1.24
70,1443,Region 3,201443,194,399,600,423,140,72,1634,108616,1.5,1.16
71,1443,Region 4,201440,272,314,490,181,77,44,1106,102894,1.07,0.87
72,1443,Region 4,201441,271,333,707,234,70,61,1405,100704,1.4,1.18
73,1443,Region 4,201442,262,303,639,226,77,42,1287,100228,1.28,1.18
74,1443,Region 4,201443,218,296,568,228,95,38,1225,90422,1.35,1.33
75,1443,Region 5,201440,251,352,395,178,77,64,1066,100807,1.06,0.75
76,1443,Region 5,201441,257,332,425,174,98,45,1074,99729,1.08,0.79
77,1443,Region 5,201442,250,387,452,178,93,58,1168,98109,1.19,0.87
78,1443,Region 5,201443,219,336,386,168,76,62,1028,86093,1.19,0.87
79,1443,Region 6,201440,227,453,693,469,117,78,1810,97431,1.86,1.9
80,1443,Region 6,201441,235,547,789,498,177,99,2110,103482,2.04,2.06
81,1443,Region 6,201442,230,722,858,562,178,98,2418,101119,2.39,2.16
82,1443,Region 6,201443,224,615,913,560,162,84,2334,98621,2.37,2.21
83,1443,Region 7,201440,74,47,96,42,15,13,213,48804,0.44,0.72
84,1443,Region 7,201441,74,54,122,54,17,11,258,48753,0.53,0.87
85,1443,Region 7,201442,69,52,123,70,23,13,281,50087,0.56,1.0
86,1443,Region 7,201443,62,49,111,47,20,5,232,47398,0.49,0.83
87,1443,Region 8,201440,119,73,156,50,20,8,307,37866,0.81,0.63
88,1443,Region 8,201441,115,57,147,88,24,12,328,37772,0.87,0.66
89,1443,Region 8,201442,115,63,180,81,19,10,353,39428,0.9,0.67
90,1443,Region 8,201443,90,59,152,85,17,9,322,27873,1.16,0.79
91,1443,Region 9,201440,212,224,476,179,85,91,1055,74402,1.42,1.71
92,1443,Region 9,201441,212,255,466,163,81,82,1047,73138,1.43,1.68
93,1443,Region 9,201442,211,234,427,163,76,94,994,72677,1.37,1.6
94,1443,Region 9,201443,165,236,358,160,49,36,839,60656,1.38,1.64
95,1443,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
96,1443,Region 10,201441,52,24,32,15,10,3,84,10674,0.79,0.73
97,1443,Region 10,201442,63,34,43,10,11,2,100,12556,0.8,0.64
98,1443,Region 10,201443,48,38,34,18,5,4,99,10856,0.91,0.81
99,1444,National,201440,1834,2838,3906,1981,675,507,9907,787200,1.26,1.2
100,1444,National,201441,1842,2972,4265,2064,792,514,10607,770992,1.38,1.32
101,1444,National,201442,1837,3290,4502,2204,826,534,11356,775295,1.46,1.39
102,1444,National,201443,1772,3067,4344,2234,773,479,10897,761482,1.43,1.37
103,1444,National,201444,1542,3097,4202,1923,656,410,10288,639003,1.61,1.48
104,1444,Region 1,201440,137,101,185,44,13,9,352,46735,0.75,0.96
105,1444,Region 1,201441,143,109,202,37,24,17,389,46707,0.83,1.02
106,1444,Region 1,201442,132,81,185,50,20,8,344,39531,0.87,1.05
107,1444,Region 1,201443,129,87,146,55,25,36,349,43121,0.81,0.95
108,1444,Region 1,201444,118,91,148,38,23,13,313,40363,0.78,0.98
109,1444,Region 2,201440,231,870,752,350,150,108,2230,130766,1.71,1.86
110,1444,Region 2,201441,218,837,671,334,146,108,2096,125555,1.67,1.74
111,1444,Region 2,201442,229,989,818,413,174,99,2493,124826,2.0,2.41
112,1444,Region 2,201443,226,793,805,347,124,72,2141,121396,1.76,1.76
113,1444,Region 2,201444,169,867,716,285,112,66,2046,107625,1.9,2.08
114,1444,Region 3,201440,234,342,581,430,111,82,1546,125220,1.23,1.04
115,1444,Region 3,201441,230,374,624,443,125,65,1631,109252,1.49,1.31
116,1444,Region 3,201442,219,376,679,420,139,77,1691,112833,1.5,1.23
117,1444,Region 3,201443,220,429,628,434,140,74,1705,117667,1.45,1.17
118,1444,Region 3,201444,205,440,637,427,122,70,1696,109202,1.55,1.25
119,1444,Region 4,201440,279,318,495,183,78,44,1118,105249,1.06,0.87
120,1444,Region 4,201441,282,342,712,239,71,63,1427,103973,1.37,1.16
121,1444,Region 4,201442,276,312,656,232,78,44,1322,106361,1.24,1.18
122,1444,Region 4,201443,250,316,618,237,100,41,1312,100446,1.31,1.32
123,1444,Region 4,201444,237,257,685,157,60,26,1185,88119,1.34,1.3
124,1444,Region 5,201440,256,352,397,178,79,64,1070,102436,1.04,0.74
125,1444,Region 5,201441,265,334,429,175,101,48,1087,103206,1.05,0.78
126,1444,Region 5,201442,265,394,460,186,97,64,1201,103660,1.16,0.87
127,1444,Region 5,201443,257,376,472,229,100,83,1260,103066,1.22,0.98
128,1444,Region 5,201444,223,426,477,189,101,56,1249,91891,1.36,0.99
129,1444,Region 6,201440,230,461,707,469,121,78,1836,102920,1.78,1.84
130,1444,Region 6,201441,240,559,801,507,187,100,2154,108964,1.98,2.02
131,1444,Region 6,201442,240,731,871,566,181,100,2449,107802,2.27,2.07
132,1444,Region 6,201443,238,628,926,565,163,87,2369,106003,2.23,2.11
133,1444,Region 6,201444,214,616,950,571,138,74,2349,95989,2.45,2.33
134,1444,Region 7,201440,78,47,96,42,15,13,213,49202,0.43,0.7
135,1444,Region 7,201441,78,54,122,54,17,11,258,49098,0.53,0.85
136,1444,Region 7,201442,75,52,123,70,23,13,281,50647,0.55,0.98
137,1444,Region 7,201443,76,57,122,53,25,8,265,50131,0.53,0.86
138,1444,Region 7,201444,52,20,44,18,4,5,91,10224,0.89,1.04
139,1444,Region 8,201440,115,81,149,87,19,8,344,36687,0.94,0.67
140,1444,Region 8,201441,111,58,145,86,23,12,324,36972,0.88,0.66
141,1444,Region 8,201442,111,65,174,80,18,10,347,38923,0.89,0.67
142,1444,Region 8,201443,105,79,170,88,22,9,368,34047,1.08,0.78
143,1444,Region 8,201444,103,78,147,92,22,11,350,33407,1.05,0.75
144,1444,Region 9,201440,221,244,514,191,88,100,1137,77117,1.47,1.78
145,1444,Region 9,201441,223,281,527,174,88,87,1157,76591,1.51,1.79
146,1444,Region 9,201442,225,256,493,177,85,117,1128,78124,1.44,1.7
147,1444,Region 9,201443,217,264,423,206,69,65,1027,73885,1.39,1.67
148,1444,Region 9,201444,172,268,357,124,69,83,901,51653,1.74,1.89
149,1444,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
150,1444,Region 10,201441,52,24,32,15,10,3,84,10674,0.79,0.73
151,1444,Region 10,201442,65,34,43,10,11,2,100,12588,0.79,0.64
152,1444,Region 10,201443,54,38,34,20,5,4,101,11720,0.86,0.77
153,1444,Region 10,201444,49,34,41,22,5,6,108,10530,1.03,0.85
154,1445,National,201440,1861,2860,3925,1988,677,508,9958,799519,1.25,1.19
155,1445,National,201441,1870,2983,4293,2079,801,514,10670,782171,1.36,1.32
156,1445,National,201442,1879,3346,4586,2227,835,539,11533,791101,1.46,1.4
157,1445,National,201443,1849,3185,4587,2279,789,470,11310,791925,1.43,1.4
158,1445,National,201444,1802,3377,4673,2094,731,472,11347,754703,1.5,1.45
159,1445,National,201445,1550,3459,4578,1905,666,422,11030,674885,1.63,1.56
160,1445,Region 1,201440,138,101,185,44,13,9,352,49243,0.71,0.93
161,1445,Region 1,201441,144,109,202,37,24,17,389,49273,0.79,0.98
162,1445,Region 1,201442,135,81,189,51,20,8,349,43435,0.8,0.98
163,1445,Region 1,201443,136,79,154,43,15,14,305,48049,0.63,0.86
164,1445,Region 1,201444,132,105,167,41,25,15,353,47348,0.75,0.97
165,1445,Region 1,201445,115,126,159,34,16,8,343,45875,0.75,0.98
166,1445,Region 2,201440,238,870,753,351,150,108,2232,132119,1.69,1.84
167,1445,Region 2,201441,225,837,671,335,146,108,2097,126892,1.65,1.72
168,1445,Region 2,201442,236,989,819,413,174,99,2494,126027,1.98,2.39
169,1445,Region 2,201443,236,806,823,347,124,72,2172,123175,1.76,1.73
170,1445,Region 2,201444,227,961,828,310,124,72,2295,118016,1.94,2.04
171,1445,Region 2,201445,216,1072,789,268,104,81,2314,115552,2.0,2.19
172,1445,Region 3,201440,234,342,581,430,111,82,1546,125220,1.23,1.04
173,1445,Region 3,201441,230,374,624,443,125,65,1631,109252,1.49,1.31
174,1445,Region 3,201442,221,377,681,421,140,77,1696,113423,1.5,1.23
175,1445,Region 3,201443,226,443,667,434,141,74,1759,120050,1.47,1.3
176,1445,Region 3,201444,223,452,690,429,122,70,1763,114159,1.54,1.34
177,1445,Region 3,201445,197,367,602,376,113,75,1533,104611,1.47,1.19
178,1445,Region 4,201440,284,329,499,184,78,45,1135,108617,1.04,0.86
179,1445,Region 4,201441,287,342,712,239,71,63,1427,106471,1.34,1.14
180,1445,Region 4,201442,283,323,663,232,79,44,1341,109824,1.22,1.16
181,1445,Region 4,201443,265,358,665,265,113,44,1445,107645,1.34,1.35
182,1445,Region 4,201444,273,314,761,206,78,43,1402,102932,1.36,1.3
183,1445,Region 4,201445,234,451,864,255,93,38,1701,94117,1.81,1.59
184,1445,Region 5,201440,260,358,400,181,80,64,1083,104679,1.03,0.75
185,1445,Region 5,201441,270,339,443,182,105,48,1117,105446,1.06,0.82
186,1445,Region 5,201442,273,402,472,189,100,65,1228,106429,1.15,0.89
187,1445,Region 5,201443,269,386,500,239,100,84,1309,108212,1.21,0.99
188,1445,Region 5,201444,259,450,538,232,124,64,1408,107944,1.3,1.07
189,1445,Region 5,201445,200,273,411,134,66,39,923,80327,1.15,0.94
190,1445,Region 6,201440,232,461,709,469,121,78,1838,103144,1.78,1.84
191,1445,Region 6,201441,243,560,806,508,187,100,2161,109223,1.98,2.02
192,1445,Region 6,201442,246,760,913,571,182,101,2527,108841,2.32,2.14
193,1445,Region 6,201443,245,653,977,570,170,90,2460,108346,2.27,2.2
194,1445,Region 6,201444,229,625,971,580,140,74,2390,99739,2.4,2.29
195,1445,Region 6,201445,224,726,1005,562,169,85,2547,96733,2.63,2.33
196,1445,Region 7,201440,80,48,96,42,15,13,214,49641,0.43,0.69
197,1445,Region 7,201441,80,56,123,54,17,11,261,49561,0.53,0.83
198,1445,Region 7,201442,78,52,124,71,23,13,283,51302,0.55,0.95
199,1445,Region 7,201443,80,60,126,53,25,8,272,50896,0.53,0.85
200,1445,Region 7,201444,70,51,102,33,9,10,205,44452,0.46,0.77
201,1445,Region 7,201445,64,47,104,58,10,11,230,46643,0.49,0.9
202,1445,Region 8,201440,115,82,152,87,19,8,348,36689,0.95,0.68
203,1445,Region 8,201441,112,58,146,87,23,12,326,37115,0.88,0.66
204,1445,Region 8,201442,112,65,175,81,19,10,350,39056,0.9,0.67
205,1445,Region 8,201443,108,80,173,91,22,10,376,34638,1.09,0.79
206,1445,Region 8,201444,108,81,151,94,25,12,363,35602,1.02,0.77
207,1445,Region 8,201445,93,77,166,77,20,6,346,28683,1.21,0.84
208,1445,Region 9,201440,227,247,520,193,89,100,1149,79299,1.45,1.77
209,1445,Region 9,201441,227,284,534,179,93,87,1177,78264,1.5,1.81
210,1445,Region 9,201442,230,263,507,188,87,120,1165,80176,1.45,1.74
211,1445,Region 9,201443,228,282,468,217,74,70,1111,79159,1.4,1.69
212,1445,Region 9,201444,223,300,420,145,79,105,1049,73012,1.44,1.69
213,1445,Region 9,201445,156,276,422,122,66,69,955,52199,1.83,2.03
214,1445,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
215,1445,Region 10,201441,52,24,32,15,10,3,84,10674,0.79,0.73
216,1445,Region 10,201442,65,34,43,10,11,2,100,12588,0.79,0.64
217,1445,Region 10,201443,56,38,34,20,5,4,101,11755,0.86,0.77
218,1445,Region 10,201444,58,38,45,24,5,7,119,11499,1.03,0.89
219,1445,Region 10,201445,51,44,56,19,9,10,138,10145,1.36,0.98
220,1446,National,201440,1890,2895,3967,2008,688,518,10076,819605,1.23,1.2
221,1446,National,201441,1900,3001,4334,2092,804,517,10748,805390,1.33,1.33
222,1446,National,201442,1918,3389,4667,2272,846,550,11724,816245,1.44,1.41
223,1446,National,201443,1902,3340,4770,2410,841,504,11865,822238,1.44,1.46
224,1446,National,201444,1884,3513,4867,2201,749,492,11822,800914,1.48,1.46
225,1446,National,201445,1803,3999,5227,2166,765,475,12632,765395,1.65,1.62
226,1446,National,201446,1523,3805,4704,1935,716,451,11611,674668,1.72,1.64
227,1446,Region 1,201440,140,101,185,44,13,9,352,49821,0.71,0.89
228,1446,Region 1,201441,145,109,199,37,24,17,386,49670,0.78,0.94
229,1446,Region 1,201442,139,81,191,52,21,8,353,44063,0.8,0.96
230,1446,Region 1,201443,141,80,160,47,20,14,321,49696,0.65,0.83
231,1446,Region 1,201444,140,110,175,54,29,15,383,49144,0.78,0.96
232,1446,Region 1,201445,135,132,179,49,23,16,399,49528,0.81,1.02
233,1446,Region 1,201446,117,110,170,49,28,19,376,40050,0.94,1.1
234,1446,Region 2,201440,248,872,758,351,150,108,2239,133691,1.67,1.83
235,1446,Region 2,201441,236,837,675,338,148,110,2108,128806,1.64,1.72
236,1446,Region 2,201442,249,995,859,450,183,108,2595,128891,2.01,2.39
237,1446,Region 2,201443,250,927,962,449,155,101,2594,126839,2.05,2.39
238,1446,Region 2,201444,242,1011,862,343,137,84,2437,121880,2.0,2.09
239,1446,Region 2,201445,234,1184,872,313,128,93,2590,120107,2.16,2.62
240,1446,Region 2,201446,177,1023,712,270,118,70,2193,111609,1.96,2.17
241,1446,Region 3,201440,236,357,593,432,113,82,1577,125584,1.26,1.1
242,1446,Region 3,201441,232,386,628,445,125,66,1650,109651,1.5,1.35
243,1446,Region 3,201442,224,387,684,423,140,77,1711,114527,1.49,1.24
244,1446,Region 3,201443,232,450,671,435,142,74,1772,122006,1.45,1.3
245,1446,Region 3,201444,231,461,703,435,123,72,1794,117980,1.52,1.34
246,1446,Region 3,201445,223,490,678,402,123,83,1776,119931,1.48,1.24
247,1446,Region 3,201446,210,442,608,402,146,75,1673,116645,1.43,1.08
248,1446,Region 4,201440,293,329,499,185,78,45,1136,122728,0.93,0.84
249,1446,Region 4,201441,296,342,712,241,71,63,1429,123165,1.16,1.12
250,1446,Region 4,201442,292,323,663,232,79,44,1341,125499,1.07,1.15
251,1446,Region 4,201443,275,371,681,280,124,47,1503,124692,1.21,1.34
252,1446,Region 4,201444,287,334,792,239,84,45,1494,123933,1.21,1.29
253,1446,Region 4,201445,263,471,906,290,108,45,1820,103336,1.76,1.54
254,1446,Region 4,201446,237,458,854,265,91,47,1715,93242,1.84,1.58
255,1446,Region 5,201440,262,358,400,181,80,64,1083,105883,1.02,0.74
256,1446,Region 5,201441,272,339,443,182,105,48,1117,106661,1.05,0.81
257,1446,Region 5,201442,276,402,472,190,100,65,1229,107501,1.14,0.88
258,1446,Region 5,201443,277,389,505,242,100,84,1320,110457,1.2,0.99
259,1446,Region 5,201444,267,456,547,233,116,64,1416,109904,1.29,1.07
260,1446,Region 5,201445,254,466,636,218,93,52,1465,104123,1.41,1.16
261,1446,Region 5,201446,221,492,586,201,82,37,1398,80360,1.74,1.37
262,1446,Region 6,201440,232,461,709,469,121,78,1838,103144,1.78,1.84
263,1446,Region 6,201441,243,560,806,508,187,100,2161,109223,1.98,2.02
264,1446,Region 6,201442,247,763,927,573,182,103,2548,109633,2.32,2.15
265,1446,Region 6,201443,246,653,977,570,170,90,2460,108459,2.27,2.19
266,1446,Region 6,201444,237,664,1021,593,141,77,2496,107349,2.33,2.3
267,1446,Region 6,201445,236,752,1061,586,170,87,2656,102648,2.59,2.33
268,1446,Region 6,201446,199,798,1012,440,152,131,2533,98161,2.58,2.17
269,1446,Region 7,201440,80,48,96,42,15,13,214,49641,0.43,0.69
270,1446,Region 7,201441,80,56,123,54,17,11,261,49561,0.53,0.83
271,1446,Region 7,201442,78,52,124,71,23,13,283,51302,0.55,0.95
272,1446,Region 7,201443,81,61,126,53,25,8,273,50992,0.54,0.85
273,1446,Region 7,201444,75,52,106,36,9,11,214,46294,0.46,0.71
274,1446,Region 7,201445,75,47,118,58,10,11,244,49238,0.5,0.8
275,1446,Region 7,201446,61,47,118,48,19,6,238,45637,0.52,1.06
276,1446,Region 8,201440,116,82,152,87,19,8,348,36832,0.94,0.68
277,1446,Region 8,201441,113,58,146,87,23,12,326,37391,0.87,0.66
278,1446,Region 8,201442,113,65,175,81,19,10,350,39212,0.89,0.67
279,1446,Region 8,201443,109,80,173,91,22,10,376,34856,1.08,0.79
280,1446,Region 8,201444,110,81,151,94,25,12,363,36045,1.01,0.77
281,1446,Region 8,201445,103,82,177,79,21,6,365,33437,1.09,0.82
282,1446,Region 8,201446,102,85,202,95,19,13,414,33071,1.25,0.79
283,1446,Region 9,201440,230,265,545,210,98,110,1228,81413,1.51,1.8
284,1446,Region 9,201441,230,290,537,180,94,87,1188,79614,1.49,1.8
285,1446,Region 9,201442,234,287,510,189,88,120,1194,81998,1.46,1.74
286,1446,Region 9,201443,234,291,475,223,78,72,1139,81506,1.4,1.69
287,1446,Region 9,201444,235,306,458,150,80,105,1099,75869,1.45,1.72
288,1446,Region 9,201445,223,329,537,151,79,72,1168,70557,1.66,2.02
289,1446,Region 9,201446,145,312,393,137,52,45,939,44589,2.11,2.31
290,1446,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
291,1446,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
292,1446,Region 10,201442,66,34,62,11,11,2,120,13619,0.88,0.81
293,1446,Region 10,201443,57,38,40,20,5,4,107,12735,0.84,0.76
294,1446,Region 10,201444,60,38,52,24,5,7,126,12516,1.01,0.89
295,1446,Region 10,201445,57,46,63,20,10,10,149,12490,1.19,0.92
296,1446,Region 10,201446,54,38,49,28,9,8,132,11304,1.17,0.89
297,1447,National,201440,1894,2895,3967,2008,688,518,10076,820211,1.23,1.2
298,1447,National,201441,1918,3028,4384,2139,831,525,10907,810281,1.35,1.34
299,1447,National,201442,1937,3408,4700,2314,869,561,11852,820361,1.44,1.42
300,1447,National,201443,1929,3351,4816,2447,871,505,11990,827332,1.45,1.46
301,1447,National,201444,1925,3521,4952,2242,784,498,11997,811613,1.48,1.46
302,1447,National,201445,1874,4055,5497,2289,820,516,13177,791665,1.66,1.65
303,1447,National,201446,1753,4123,5179,2115,816,532,12765,750081,1.7,1.62
304,1447,National,201447,1440,3626,5498,2374,789,448,12735,608370,2.09,2.04
305,1447,Region 1,201440,140,101,185,44,13,9,352,49822,0.71,0.89
306,1447,Region 1,201441,145,109,199,37,24,17,386,49669,0.78,0.94
307,1447,Region 1,201442,139,81,191,52,21,8,353,44058,0.8,0.96
308,1447,Region 1,201443,141,80,160,47,20,14,321,49690,0.65,0.83
309,1447,Region 1,201444,142,110,214,54,29,15,422,50108,0.84,1.09
310,1447,Region 1,201445,140,137,244,51,23,16,471,54031,0.87,1.29
311,1447,Region 1,201446,129,116,215,50,28,19,428,45718,0.94,1.21
312,1447,Region 1,201447,104,113,112,42,20,8,295,36893,0.8,0.95
313,1447,Region 2,201440,248,872,758,351,150,108,2239,133691,1.67,1.83
314,1447,Region 2,201441,237,837,675,338,148,110,2108,128926,1.64,1.72
315,1447,Region 2,201442,251,995,860,450,183,108,2596,129397,2.01,2.39
316,1447,Region 2,201443,254,927,968,449,155,101,2600,127455,2.04,2.39
317,1447,Region 2,201444,245,1011,862,343,137,84,2437,122111,2.0,2.09
318,1447,Region 2,201445,240,1189,905,344,138,104,2680,122034,2.2,2.62
319,1447,Region 2,201446,225,1087,812,314,155,79,2447,117040,2.09,2.44
320,1447,Region 2,201447,205,996,765,337,151,92,2341,107265,2.18,2.58
321,1447,Region 3,201440,236,357,593,432,113,82,1577,125584,1.26,1.1
322,1447,Region 3,201441,232,386,628,445,125,66,1650,109651,1.5,1.35
323,1447,Region 3,201442,224,387,684,423,140,77,1711,114527,1.49,1.24
324,1447,Region 3,201443,232,450,671,435,142,74,1772,122006,1.45,1.3
325,1447,Region 3,201444,232,462,703,438,123,72,1798,118352,1.52,1.34
326,1447,Region 3,201445,226,492,679,403,123,83,1780,121598,1.46,1.23
327,1447,Region 3,201446,223,551,654,419,154,79,1857,121638,1.53,1.24
328,1447,Region 3,201447,193,488,649,451,133,83,1804,96311,1.87,1.91
329,1447,Region 4,201440,294,329,499,185,78,45,1136,122761,0.93,0.84
330,1447,Region 4,201441,299,353,722,248,73,64,1460,124000,1.18,1.12
331,1447,Region 4,201442,294,325,667,238,80,44,1354,125875,1.08,1.15
332,1447,Region 4,201443,279,382,694,286,128,47,1537,125512,1.22,1.34
333,1447,Region 4,201444,295,335,807,248,92,47,1529,125924,1.21,1.3
334,1447,Region 4,201445,273,474,915,304,116,46,1855,105185,1.76,1.56
335,1447,Region 4,201446,262,462,880,269,97,47,1755,99109,1.77,1.54
336,1447,Region 4,201447,222,491,1131,363,126,53,2164,89075,2.43,2.1
337,1447,Region 5,201440,263,358,400,181,80,64,1083,106173,1.02,0.74
338,1447,Region 5,201441,273,339,443,182,105,48,1117,106951,1.04,0.81
339,1447,Region 5,201442,277,402,472,190,100,65,1229,107791,1.14,0.88
340,1447,Region 5,201443,278,389,505,242,100,84,1320,110747,1.19,0.99
341,1447,Region 5,201444,272,456,550,233,117,64,1420,111793,1.27,1.04
342,1447,Region 5,201445,265,482,680,236,101,72,1571,108190,1.45,1.16
343,1447,Region 5,201446,256,544,697,259,110,59,1669,100122,1.67,1.3
344,1447,Region 5,201447,173,292,513,177,66,34,1082,65500,1.65,1.45
345,1447,Region 6,201440,232,461,709,469,121,78,1838,103144,1.78,1.84
346,1447,Region 6,201441,243,560,806,508,187,100,2161,109223,1.98,2.02
347,1447,Region 6,201442,247,763,927,573,182,103,2548,109633,2.32,2.15
348,1447,Region 6,201443,246,653,977,570,170,90,2460,108459,2.27,2.19
349,1447,Region 6,201444,238,666,1021,593,141,78,2499,107656,2.32,2.3
350,1447,Region 6,201445,238,758,1078,599,170,89,2694,104003,2.59,2.34
351,1447,Region 6,201446,206,815,1034,463,153,133,2598,100985,2.57,2.13
352,1447,Region 6,201447,200,801,1587,770,211,114,3483,87833,3.97,3.79
353,1447,Region 7,201440,80,48,96,42,15,13,214,49641,0.43,0.69
354,1447,Region 7,201441,80,56,123,54,17,11,261,49561,0.53,0.83
355,1447,Region 7,201442,78,52,124,71,23,13,283,51302,0.55,0.95
356,1447,Region 7,201443,81,61,126,53,25,8,273,50992,0.54,0.85
357,1447,Region 7,201444,76,52,112,36,9,11,220,47115,0.47,0.7
